,release_date,developer,price
107423,2015-10-01,Panther Games,29.99
107424,2013-11-01,,3.99
107425,1987-01-01,,2.99
107426,1981-01-01,,2.99
107427,1983-01-01,,2.99
107428,1980-01-01,,2.99
107429,1983-01-01,,2.99
107430,2015-08-01,Panther Games,34.99
107431,2012-09-01,,3.99
107432,2012-06-30,,3.99
107433,2012-08-04,,3.99
107434,2017-02-14,Carenado,19.99
107435,2017-02-14,ARTDINK,29.99
107436,2017-02-14,Dr_Crewcut,0.99
107437,,,0.0
107438,2017-02-14,Full Metal Jacket Games,9.99
107439,2017-02-14,Just1337 Studio,0.99
107440,2017-02-14,Hoplon,1.99
107441,2017-02-14,Daylight Studios,14.99
107442,2017-02-14,Giants Software,14.99
107443,2002-08-31,,1.99
107444,2017-02-14,Ubisoft Montreal,4.99
107445,2017-02-14,Ubisoft Montreal,4.99
107446,2017-02-14,BANDAI NAMCO Studios Inc.,0.0
107447,2017-02-14,BANDAI NAMCO Studios Inc.,6.99
107448,2017-02-14,BANDAI NAMCO Studios Inc.,6.99
107449,2017-02-14,Nafanya interactive,9.99
107450,2017-02-14,"The Chinese Room,Robert Briscoe",9.99
107451,2017-02-14,Ubisoft - San Francisco,13.99
107452,2017-02-14,Ubisoft - San Francisco,2.99
107453,2017-02-14,Ubisoft - San Francisco,2.99
107454,2017-02-14,Ubisoft - San Francisco,2.99
107455,2017-01-30,Afterthought Studios,6.99
107456,2017-02-14,Slight Super Powers,1.99
107457,2017-02-15,Nuked Games,0.99
107458,2017-01-30,Afterthought Studios,5.99
107459,2017-02-14,Paradox Development Studio,0.0
107460,2017-02-08,Afterthought Studios,8.99
107461,2017-02-14,"Siddhartha Barnhoorn,Vivid Helix",5.99
107462,2017-02-14,Vivid Helix,9.99
107463,2014-10-14,HeR Interactive,19.99
107464,2017-02-13,Panoramik Inc,9.99
107465,2017-02-13,"SmiteWorks USA, LLC",24.99
107466,2017-02-13,"SmiteWorks USA, LLC",7.99
107467,2017-02-13,"SmiteWorks USA, LLC",5.99
107468,2017-02-13,"SmiteWorks USA, LLC",9.99
107469,2017-02-13,"SmiteWorks USA, LLC",2.99
107470,2017-02-13,"SmiteWorks USA, LLC",8.99
107471,2017-02-13,"SmiteWorks USA, LLC",2.99
107472,2017-02-13,Skylar Stickley,1.99
107473,2017-02-13,Warfare Studios,4.99
107474,2017-02-14,Saber Interactive,19.99
107475,2017-02-13,Rebellion,34.99
107476,2017-02-13,"Team NINJA,KOEI TECMO GAMES CO., LTD.",19.99
107477,2017-02-13,RagTagRadical,3.99
107478,2017-02-13,Polymorphic Games,4.99
107479,2017-02-13,"ST. TAIKU,KITATUS",0.99
107480,1995-01-01,Cryo Interactive,9.99
107481,2017-02-10,Eclipse Games,7.99
107482,2017-02-13,Strong Cube,13.99
107483,2017-02-13,800 North,9.99
107484,2017-02-13,Bits &amp; Beasts,4.99
107485,2017-02-13,Hoplon,79.99
107486,2017-02-13,Hoplon,39.99
107487,2017-02-10,Eagle Dynamics SA,9.99
107488,2017-02-13,Hoplon,19.99
107489,2017-02-10,Petroglyph,4.99
107490,2017-02-10,MekTek Studios,39.99
107491,2017-02-10,Almighty Games,1.99
107492,2017-02-10,Daybreak Game Company,39.99
107493,2017-02-10,Konstructors Entertainment,0.99
107494,2017-02-10,Zealwind,3.99
107495,2017-02-10,oddByte,9.99
107496,2017-02-03,Chris_Antoni,0.99
107497,2017-02-10,bocoboc,3.99
107498,2017-02-10,Raconteur Games,4.99
107499,2017-02-10,Nawia Games,4.99
107500,2017-02-10,Alexander Benedict,4.99
107501,2017-02-10,"Mahhaon Horror, Sun Pixel",3.99
107502,,,7.99
107503,2017-02-10,SimProse Studios,3.99
107504,2017-02-10,Dead Drop Studios LLC,0.99
107505,2017-02-10,Dead Drop Studios LLC,0.99
107506,2010-09-01,Individual Software,29.99
107507,2017-02-10,Dead Drop Studios LLC,0.99
107508,2017-02-10,BadgerHammer,6.99
107509,2017-02-10,Time Gap Studio,2.99
107510,2017-02-10,Dead Drop Studios LLC,0.99
107511,2017-02-10,Aéronie,1.99
107512,2017-02-10,Virtual Racing Industries Ltd.,14.99
107513,2017-02-10,Virtual Racing Industries Ltd.,7.99
107514,2017-02-10,Virtual Racing Industries Ltd.,14.99
107515,2017-02-10,Play Spirit Limited,9.99
107516,2017-02-10,DL Softworks,6.99
107517,2017-02-10,D247 Games,1.99
107518,2017-02-10,Fishing Planet LLC,16.99
107519,2017-02-09,Brave Giant LTD,9.99
107520,2017-02-16,Jujubee S.A.,24.99
107521,2017-02-09,Culture Shock Games LLC,14.99
107522,2017-02-09,Benjamin Rivers Inc.,9.99
107523,2017-02-09,"Benjamin Rivers Inc.,Ivor Stines",4.99
107524,2017-02-09,OVERKILL - a Starbreeze Studio.,0.0
107525,2017-02-10,SUMCOM,0.99
107526,2017-02-09,Slashware Interactive,4.99
107527,2017-02-09,ColtGames,2.99
107528,2017-02-09,Mattis Folkestad,1.99
107529,,,4.99
107530,2017-02-09,WnMStudio,3.99
107531,2017-02-09,,1.99
107532,2017-02-09,"SmiteWorks USA, LLC",9.99
107533,2010-07-01,Individual Software,19.99
107534,,,4.99
107535,2017-02-09,Grand Cauldron,5.99
107536,2017-02-09,DarkTigerDevelop,19.99
107537,,,39.99
107538,2017-02-09,Carenado,19.99
107539,2017-02-09,WeirdBeard,0.99
107540,2017-02-09,Léo-Games,2.99
107541,2017-02-09,Stormcloud Games,14.99
107542,2011-01-01,Strategic Designs Ltd.,14.99
107543,2017-02-09,Pixeljam,0.0
107544,2017-02-09,GoingForwardTeam,2.99
107545,2017-02-08,Eastshade Studios LLC,3.99
107546,2017-02-09,Mohawk Games,4.99
107547,2017-02-08,Kyy Games,0.0
107548,,,0.0
107549,2017-02-08,Elefun,9.99
107550,,,0.0
107551,2017-02-08,HexWar Games,9.99
107552,2017-02-08,Sombr Studio,14.99
107553,2017-02-08,Ian Campbell,9.99
107554,2017-02-08,PixelMouse,0.99
107555,2017-02-08,Pentagrammical Justice,2.99
107556,2017-02-08,Pentagrammical Justice,0.0
107557,2017-02-08,Pentagrammical Justice,1.99
107558,2017-02-08,HypeTrain Digital,19.99
107559,,,0.99
107560,2017-02-08,Pentagrammical Justice,0.99
107561,2017-02-08,HypeTrain Digital,4.99
107562,2017-02-08,Eastshade Studios LLC,0.0
107563,,,9.99
107564,,,4.99
107565,2017-02-07,BekkerDev Studio,2.99
107566,,,0.0
107567,,Sköll Studio,0.0
107568,2017-02-07,,2.99
107569,2017-02-07,N3V Games,29.99
107570,1997-09-17,LucasArts,5.99
107571,,,19.99
107572,2017-02-08,Deli Interactive LLC,9.99
107573,1987-08-21,,3.99
107574,2017-02-08,Camagames,0.99
107575,2017-02-08,Dragon Slumber,19.99
107576,2017-02-07,Lached Up Games,29.99
107577,2017-02-06,Atapki,4.99
107578,,,5.99
107579,2017-02-06,"Visual Concepts,Yuke's Co., LTD",29.99
107580,2017-02-06,"Visual Concepts,Yuke's Co., LTD",49.99
107581,2017-02-06,"AN Productions,Poxpower",0.0
107582,2017-02-01,phime studio LLC,1.99
107583,2017-02-07,Woodsy Studio,0.0
107584,2017-02-07,Bryan Gale,9.99
107585,2017-02-07,Woodsy Studio,1.99
107586,2017-02-07,ION LANDS,5.99
107587,2017-02-07,ION LANDS,19.99
107588,2017-02-07,Splashteam,14.99
107589,2017-02-07,Splashteam,3.99
107590,2017-02-07,Ubisoft - San Francisco,2.99
107591,2017-02-07,Ubisoft - San Francisco,7.99
107592,2017-02-07,Minor Key Games,3.99
107593,2017-02-07,"KOEI TECMO GAMES CO., LTD.",29.99
107594,2017-02-07,Minor Key Games,9.99
107595,2017-02-06,HyperReuts,9.99
107596,1997-01-01,Unique Development Studios AB,9.99
107597,2017-02-06,Boomzap Entertainment,9.99
107598,2017-02-06,"Visual Concepts,Yuke's Co., LTD",4.99
107599,2017-02-06,"Visual Concepts,Yuke's Co., LTD",9.99
107600,2017-02-06,"Visual Concepts,Yuke's Co., LTD",9.99
107601,2017-02-06,"Visual Concepts,Yuke's Co., LTD",8.99
107602,2017-02-06,"Visual Concepts,Yuke's Co., LTD",8.99
107603,2017-02-06,Bethesda Game Studios,0.0
107604,2017-02-06,"Visual Concepts,Yuke's Co., LTD",3.99
107605,2017-02-06,Warlock Arts,3.99
107606,2017-02-06,GAME FREAK inc.,19.99
107607,2017-02-06,GAME FREAK inc.,4.99
107608,,,0.0
107609,2017-02-03,UroboroStudio,4.99
107610,2017-02-06,ebi-hime,0.0
107611,2017-02-03,Vogelfänger,0.99
107612,2017-02-03,"Diabolical Mind,Daniel Fernandez Chavez",9.99
107613,2017-02-03,Reversed Interactive,14.99
107614,2016-01-21,Individual Software,19.99
107615,2017-02-03,"Whim Independent Studios, LLC",4.99
107616,,,14.99
107617,,,9.99
107618,2017-02-03,Dead Drop Studios LLC,0.99
107619,2017-02-03,Dead Drop Studios LLC,0.99
107620,2017-02-03,Dead Drop Studios LLC,0.99
107621,,,9.99
107622,2017-02-03,Deep Shadows,14.99
107623,2017-02-04,Mugle Studio,9.99
107624,2017-02-06,Foremost Games,9.99
107625,2017-02-03,Just Flight,19.99
107626,2017-02-03,Dead Drop Studios LLC,0.99
107627,2015-03-23,Space Monkey International,6.99
107628,,,0.99
107629,2017-02-03,Borderline Inappropriate Game Studios Ltd,4.99
107630,2017-02-03,Just1337 Studio,0.99
107631,2017-02-03,Just1337 Studio,0.99
107632,2017-02-03,Just1337 Studio,0.99
107633,2017-02-03,HateBit,0.99
107634,2017-02-03,,3.99
107635,2017-02-02,Grimnir Media,9.99
107636,2017-02-03,ClickGames,3.99
107637,2017-02-02,Uruca Game Studio,0.99
107638,2013-11-26,Skywind Games,3.99
107639,2013-03-22,Alawar Five-BN,9.99
107640,2014-01-20,Game Cartel,3.99
107641,2014-01-06,Happy Artist Games,3.99
107642,2016-04-20,Alawar Stargaze,3.99
107643,2017-02-02,"V34D4R,Egor Magurin",1.99
107644,2013-04-05,Happy Artist,3.99
107645,2017-02-02,"Gothic Labs,The Lordz Games Studio",24.99
107646,2017-01-02,ColloseusX,1.99
107647,2017-02-02,ColloseusX,0.99
107648,2016-05-18,U-Play Online,24.99
107649,2017-02-02,ColloseusX,0.99
107650,,,1.99
107651,2017-02-02,Arachnid Games,19.99
107652,2017-02-02,Elden Pixels,9.99
107653,2017-02-02,Arachnid Games,0.99
107654,2006-03-25,N-Fusion Interactive,9.99
107655,2017-02-02,Arachnid Games,5.99
107656,2017-02-02,Arachnid Games,0.99
107657,2017-02-02,Arachnid Games,0.99
107658,2017-02-02,Arachnid Games,1.99
107659,2017-02-01,Pokshevanov Pavel,0.99
107660,2016-08-08,Dosane Games,4.99
107661,2017-02-01,Gear Worx Productions,11.99
107662,,,1.99
107663,,Insanity Games,0.0
107664,2017-02-01,Milestone S.r.l.,5.99
107665,2017-02-01,Dima Kiva,0.99
107666,2017-02-01,Evgiz,6.99
107667,2017-02-01,Ilya Gubin,0.99
107668,2017-02-01,Mirador Studio,1.99
107669,2017-02-01,"Bibiki,Evgiz",2.99
107670,2017-02-01,Team Grybanser Fox,4.99
107671,2017-02-01,André Bertaglia,0.0
107672,2017-02-01,Nomad Games,4.99
107673,2017-02-01,"StarSystemStudios™,Jaryd Brad Spann",8.99
107674,2017-02-01,Holyday Studios,0.0
107675,2017-02-01,Boomzap Entertainment,9.99
107676,2017-02-01,Black Whale Studios,0.99
107677,2017-02-01,PolyKid,14.99
107678,2017-02-01,HexWar Games,9.99
107679,2017-02-01,"SmiteWorks USA, LLC",2.99
107680,2017-02-01,"SmiteWorks USA, LLC",4.99
107681,2017-02-01,"SmiteWorks USA, LLC",9.99
107682,2017-02-01,"SmiteWorks USA, LLC",6.99
107683,2017-02-01,Karabas_Studio,4.99
107684,2017-07-31,GamestormVR,0.0
107685,,,0.0
107686,2017-02-01,PolyKid,4.99
107687,2017-01-31,Orange_Juice,0.99
107688,2017-01-31,Terapoly,10.99
107689,2017-01-31,My Dog Zorro,4.99
107690,2017-01-31,BagelMaster5000,1.99
107691,2017-01-31,Red Triangle Games,0.99
107692,2017-01-31,TeamTop Games,0.0
107693,2017-01-31,Scott Richey,9.99
107694,,,14.99
107695,2017-01-31,Windybeard,2.99
107696,2017-01-30,CyberLight,15.99
107697,,,0.99
107698,2017-01-31,PixelTrip Studios,3.99
107699,2017-01-31,Musopia,4.99
107700,2017-01-31,Vyacheslav Notbad,0.99
107701,2017-01-31,Vindit,14.99
107702,2017-01-31,High Iron Simulations,9.99
107703,2017-01-31,BlackSpot Entertainment,0.0
107704,2017-01-31,Zeiva Inc,0.99
107705,2017-01-31,"Andrew ""Versus"" Larionov",1.99
107706,,,4.99
107707,2017-01-31,Ubisoft Montreal,7.99
107708,2017-01-31,Ubisoft,9.99
107709,2017-01-31,Radical Phi,6.99
107710,2017-01-31,Radical Phi,9.99
107711,2017-01-31,Arctic Bird Studio,0.99
107712,2017-01-31,Gestmorph Games,0.99
107713,2017-01-31,Tero Lunkka,0.99
107714,2017-01-31,BANDAI NAMCO Studios Inc.,0.0
107715,2017-01-31,BANDAI NAMCO Studios Inc.,11.99
107716,,,4.99
107717,2017-01-30,Blaze Epic,1.99
107718,2017-01-30,Parovoz Animation Studio,1.99
107719,2017-01-30,"DrinkingNails, LLC",0.99
107720,2017-01-31,Improx Games,1.99
107721,2017-01-31,One Bit Studio,0.99
107722,2017-01-30,"Nippon Ichi Software, Inc.",4.99
107723,2017-01-30,Quiet River,0.0
107724,2017-01-30,Blam! Games,9.99
107725,2017-01-30,"Quicksilver Software, Inc.",0.0
107726,2017-01-30,"Tyler Rogers,David Colson",0.0
107727,2017-01-30,"Nippon Ichi Software, Inc.",19.99
107728,2017-01-30,,14.99
107729,2017-08-17,Nighthood Games,4.99
107730,2017-01-30,Yakiniku Banzai,4.99
107731,2017-01-31,ThinkOfGames,2.99
107732,2017-01-30,SC Jogos,0.99
107733,2017-01-30,RodeoNET,4.99
107734,2017-01-30,Arc System Works,6.99
107735,2017-01-30,Falling Star Studio,2.99
107736,2017-01-30,Sleepy Duck,6.99
107737,2016-06-27,Solid Eight Studios,19.99
107738,2017-01-30,Sleepy Duck,2.99
107739,2017-01-30,Sleepy Duck,2.99
107740,,,9.99
107741,2017-01-30,My Dog Zorro,9.99
107742,2017-01-30,Funcom,30.0
107743,2017-01-30,Funcom,29.99
107744,2017-01-30,Spectrum Games,1.99
107745,2017-01-22,Belarus Games,0.99
107746,2017-01-30,Interactive Gaming Studios,2.99
107747,2017-01-27,Winged Cloud,9.99
107748,2017-01-27,BrainGoodGames,7.99
107749,2017-01-27,Manic Mind Game Lab,0.99
107750,2017-01-27,Snowbird Games,19.99
107751,,,0.99
107752,2017-01-27,Rafael Farias,0.99
107753,2017-01-27,Felix Nickles,1.99
107754,2017-01-27,Dragon's Games,5.99
107755,2017-01-27,,0.99
107756,2017-01-25,Salmi Games,9.99
107757,,,4.99
107758,2017-01-25,Reb_Orn,2.99
107759,2017-01-25,"CAPCOM Co., Ltd.",29.99
107760,,,9.99
107761,2017-01-25,Frontwing,9.99
107762,2017-01-26,Milestone S.r.l.,9.99
107763,2017-01-23,StarworkGC,1.99
107764,2016-10-12,"Yustas Game Studio,Alawar Entertainment",8.99
107765,2016-08-31,"New Bridge Games,Alawar Entertainment",8.99
107766,2017-01-26,JMJ Interactive,3.99
107767,2017-01-26,Jake Tucker,2.99
107768,2017-01-26,JMJ Interactive,4.99
107769,2017-01-21,Brain Seal Ltd,4.99
107770,2017-01-26,Paradox Development Studio,5.99
107771,,,29.99
107772,2017-01-26,Ethereal Darkness Interactive,5.99
107773,2017-01-26,Morgondag,4.99
107774,2017-01-26,Morgondag,2.99
107775,2017-01-26,Just Flight,14.99
107776,2017-01-26,Accidental Queens,2.99
107777,2017-01-26,Accidental Queens,2.99
107778,2017-01-26,Rebelephant,9.99
107779,2017-01-26,Rebelephant,0.0
107780,,,19.99
107781,2017-01-26,Led,6.99
107782,2017-01-24,Druid Gameworks Studio LLC,9.99
107783,2017-01-24,Just1337 Studio,0.99
107784,2017-01-24,"KOEI TECMO GAMES CO., LTD.",12.99
107785,2017-01-24,Druid Gameworks Studio LLC,6.99
107786,2017-01-24,"KOEI TECMO GAMES CO., LTD.",12.99
107787,2017-01-24,"KOEI TECMO GAMES CO., LTD.",12.99
107788,,,9.99
107789,,Rendal Studio,0.0
107790,,Net Dragon,0.0
107791,2017-01-23,Boxelware,17.99
107792,2017-01-23,StarBlade,14.99
107793,2017-01-23,Goblinz Studio,1.99
107794,2017-01-23,The Dragonloft,19.99
107795,2017-01-23,"SmiteWorks USA, LLC",4.99
107796,2017-01-23,"SmiteWorks USA, LLC",4.99
107797,2017-01-23,"SmiteWorks USA, LLC",4.99
107798,2017-01-19,Musopia,7.99
107799,2017-01-20,"Atomic Fabrik,Cristian Manolachi",3.99
107800,2017-01-23,"VI GAMES LLC,Ivan Buderkrvych",1.99
107801,2017-01-20,Alberto Santiago,9.99
107802,2017-01-20,INSIDE SYSTEM,9.99
107803,2017-01-20,INSIDE SYSTEM,9.99
107804,2017-01-20,Pandorica,6.99
107805,2017-01-20,Pixeltales.ru,0.0
107806,2017-01-18,"Pyramid,Chara-Ani,G.rev Ltd.",4.99
107807,2016-01-18,"Pyramid,Chara-Ani,G.rev Ltd.",4.99
107808,2017-01-18,"Pyramid,Chara-Ani,G.rev Ltd.",4.99
107809,2017-01-18,Ran,0.0
107810,2017-01-18,Blueberry Studio,3.99
107811,2017-01-19,Mihai Morosanu,0.99
107812,2017-01-19,Cobra Mobile,9.99
107813,2017-01-19,VitaliZelenyuk,5.99
107814,2017-01-19,DarkDes Labs,6.99
107815,2017-01-19,Oryzhon Studios,0.0
107816,2017-01-19,Rafael Senne,2.99
107817,2017-01-18,3DDUO,4.99
107818,,,5.99
107819,2017-01-20,SharF Co.,0.99
107820,2017-01-19,On the Level Game Studios,3.99
107821,,,0.0
107822,2017-01-20,"Coldwild Games,Vladimir Slav,Helen Nazarenko",0.99
107823,2017-01-20,Warped Tales,5.99
107824,2017-01-20,SCS Software,0.99
107825,2017-01-20,SCS Software,0.99
107826,2017-01-20,Maximus.ez,0.99
107827,2017-01-20,Reborn Games,29.99
107828,2017-01-20,Willz,0.99
107829,2017-01-20,Daily Magic Productions,9.99
107830,2017-01-20,10x10 Room,11.99
107831,2017-01-20,Hosted Games,3.99
107832,2017-01-20,"Evan Hatampour,K.Song Tan,Anton Kagounkin Magdalina,Stuart Hwang,Mike VanPeursem",0.99
107833,2017-01-20,89AM Studio,4.99
107834,2017-01-20,Eversim,14.99
107835,2017-01-20,Cardboard Keep,4.99
107836,2017-01-19,Toposim,14.99
107837,2017-01-19,Toposim,19.99
107838,2017-01-19,Indie Games Studio,0.99
107839,2017-01-19,Straylight Entertainment,29.99
107840,2017-01-19,Great War Team,5.99
107841,2017-01-19,Dovetail Games,12.99
107842,2017-01-19,G-TraX,39.99
107843,2017-01-18,Graphite Lab,4.99
107844,2017-01-18,Daily Magic Productions,9.99
107845,2017-01-18,Studio48,2.99
107846,2017-01-18,Graphite Lab,19.99
107847,2017-01-18,"Motus,EHTechnology",3.99
107848,2017-01-18,Argali Entertainment,7.99
107849,,,0.99
107850,2017-01-18,Individual Software,39.99
107851,2017-01-16,"KADOKAWA,Yoji Ojima",14.99
107852,2017-01-18,Individual Software,39.99
107853,2017-01-16,Blazing Planet Studio,2.99
107854,2017-01-16,Musopia,7.99
107855,,,2.99
107856,2017-01-17,Ubisoft Entertainment,0.0
107857,,,9.99
107858,2016-11-04,Slash Star Studios,1.99
107859,2015-12-09,10tons Ltd,4.99
107860,2017-01-17,TinyMob Games,19.99
107861,2017-01-17,Twistplay,12.99
107862,,,9.99
107863,2017-01-17,ElZzap Software,0.99
107864,2017-01-17,QuadraTron Games,9.99
107865,2017-01-17,Ubisoft Montreal,7.99
107866,2017-01-17,Scary Wizard Games,9.99
107867,2017-01-17,Dead Drop Studios LLC,9.99
107868,2017-11-07,Fred Wood,4.99
107869,2017-01-17,Ubisoft - San Francisco,2.99
107870,2017-01-17,Ubisoft - San Francisco,11.99
107871,2017-01-17,Ubisoft - San Francisco,2.99
107872,2017-01-17,Ubisoft - San Francisco,2.99
107873,2017-01-16,Big Ant Studios,49.99
107874,2017-01-19,Manic Mind Game Lab,0.0
107875,2017-01-16,Green Dinosaur Games,0.99
107876,2017-01-16,Owlbear,5.99
107877,2012-05-01,,3.99
107878,2017-01-16,"Team NINJA,KOEI TECMO GAMES CO., LTD.",19.99
107879,,,19.99
107880,2017-01-13,Blue Tea Games,9.99
107881,2016-11-01,,4.99
107882,2017-01-03,,4.99
107883,,,2.99
107884,,Good Games,0.0
107885,,,7.99
107886,2017-01-13,Super Squared,9.99
107887,2017-01-08,Digitized Organism,3.99
107888,2017-01-13,Atelier Melon-Kissa,14.99
107889,2017-01-13,Frozen Flame,4.99
107890,2017-01-14,Trazzy Entertainment,2.99
107891,2017-01-13,Warfare Studios,7.99
107892,2016-12-25,"storyk21674,STILILA,貓蛋",0.0
107893,,,2.99
107894,,,14.99
107895,2017-01-16,Atelier Melon-Kissa,6.99
107896,2017-01-13,Atelier Melon-Kissa,3.99
107897,2017-01-13,"SmiteWorks USA, LLC",4.99
107898,2017-01-13,"Jackbox Games, Inc.",4.99
107899,2017-01-13,"SmiteWorks USA, LLC",4.99
107900,2017-01-13,"SmiteWorks USA, LLC",2.99
107901,2017-01-13,"SmiteWorks USA, LLC",4.99
107902,2017-01-13,"SmiteWorks USA, LLC",4.99
107903,2017-01-13,The Behemoth,14.99
107904,2017-01-13,"SmiteWorks USA, LLC",3.99
107905,2017-01-13,"Jackbox Games, Inc.",4.99
107906,,,4.99
107907,2017-01-13,bool games;,9.99
107908,2017-01-13,David Simpson,4.99
107909,2017-01-13,"Stardock Entertainment,Oxide Games",9.99
107910,2017-01-13,Søren Trautner Madsen,7.99
107911,2017-01-13,Heaven Brotherhood,0.99
107912,2014-09-30,dlan,0.0
107913,2016-12-30,Brzezinski,0.0
107914,2017-01-12,Goblinz Studio,4.99
107915,,,11.99
107916,,,4.99
107917,2017-01-12,ATTACK MOUNTAIN,1.99
107918,,,5.99
107919,,,9.99
107920,2017-01-12,Double Coconut,0.0
107921,,,6.99
107922,2017-01-13,Get Color Games,3.99
107923,2017-01-12,Noclip,0.99
107924,2017-01-13,"Asmodee Digital,Playsoft",1.99
107925,2016-06-01,Gradual Games,4.99
107926,,,6.99
107927,2017-01-13,Flynns Arcade,2.99
107928,2017-01-12,Eisenbahnwerk,19.99
107929,2017-01-12,"Asmodee Digital,Playsoft",9.99
107930,2017-01-12,Cascade Game Foundry SPC,12.99
107931,2017-01-12,Virtavia,14.99
107932,2017-01-15,Upineleed,5.99
107933,2017-01-12,Quiet River,0.99
107934,,,9.99
107935,,,7.99
107936,2016-11-03,The_Kiddy,0.99
107937,2017-01-10,DL Softworks,3.99
107938,2017-01-10,Kent Hudson,4.99
107939,2017-01-10,DL Softworks,4.99
107940,2017-01-10,Ocelot Society,1.99
107941,2017-01-10,Acuze Interactives,2.99
107942,2017-01-10,DL Softworks,2.99
107943,2017-01-10,N3V Games,24.99
107944,2017-01-10,Alice &amp; Smith,9.99
107945,,,9.99
107946,2017-01-10,Brogames,0.99
107947,2017-01-10,Four Eyes Productions,4.99
107948,2017-01-10,Low Magic Studios,5.99
107949,,,3.99
107950,2017-01-13,Blaiz Entertainment,0.99
107951,2017-01-11,DL Softworks,4.99
107952,2017-01-11,Toposim,14.99
107953,2017-01-11,Toposim,10.99
107954,2017-01-11,Tabc3dd,4.99
107955,2017-01-26,BANDAI NAMCO Studios Inc.,49.99
107956,2017-01-10,Alawar Entertainment,9.99
107957,2017-01-10,SCS Software,2.99
107958,2017-01-10,Adam Hebert,3.99
107959,2017-01-10,Ubisoft - San Francisco,2.99
107960,2017-01-10,Ubisoft - San Francisco,7.99
107961,2017-01-10,Ubisoft - San Francisco,2.99
107962,2017-01-10,Ultima Games,1.99
107963,2017-01-10,Ubisoft - San Francisco,2.99
107964,2017-01-06,Warfare Studios,4.99
107965,2017-01-06,Games by Brundle,9.99
107966,2017-01-06,Deadspot Games,6.99
107967,,,4.99
107968,2017-01-07,Cleiton Oliveira,1.99
107969,2017-01-07,Crynosaurs,9.99
107970,2017-01-08,Solid Core,5.99
107971,2017-01-09,Mihan0id,1.99
107972,2017-01-09,"SmiteWorks USA, LLC",2.99
107973,2016-10-10,Love Conquers All Games,19.99
107974,2017-03-17,EJRGames,11.99
107975,2017-01-09,Love Conquers All Games,6.99
107976,,,4.99
107977,2014-09-03,Snowdon Games,0.99
107978,2017-01-09,Permafrost Studio,2.99
107979,2004-06-01,HeR Interactive,9.99
107980,2017-01-09,"SmiteWorks USA, LLC",14.99
107981,2017-01-09,Noclip,1.99
107982,2017-01-08,Red River Studio LLC,3.99
107983,2017-01-09,Xoron GmbH,3.99
107984,2017-01-06,Blind Recluse,1.99
107985,,,1.99
107986,2017-01-06,Bartosz Bojarowski,4.99
107987,2017-01-06,Logic tree,0.99
107988,2017-01-06,Elefun Games,9.99
107989,2017-01-06,Vyacheslav Shilikhin,2.99
107990,,,4.99
107991,2017-01-06,"Stenner Studios,Killbox Graphics",0.99
107992,2017-01-06,"Stenner Studios,Killbox Graphics",0.99
107993,,,12.99
107994,,,0.0
107995,2017-01-04,Solomakha Taras,5.99
107996,2016-11-02,"Egor Magurin,Eugene Radaev",3.99
107997,2017-01-05,Tomlab Games,6.99
107998,2017-01-04,SAGENCY,0.0
107999,2017-01-05,Funghisoft,9.99
108000,2017-01-05,Windam,3.99
108001,2017-01-05,Nylund Games,2.99
108002,,,4.99
108003,2017-01-05,RandomSpin,0.99
108004,,,4.99
108005,2017-01-06,Laser Dog,6.99
108006,,,7.99
108007,2016-08-16,,3.99
108008,2013-02-05,,3.99
108009,2017-01-04,Applava,3.99
108010,2017-01-04,NHLislive,1.99
108011,2017-01-04,"Rainbow Studios,THQ Nordic",19.99
108012,2017-01-04,Milestone S.r.l.,5.99
108013,2017-01-04,Ubisoft Montreal,7.99
108014,,,0.0
108015,2016-05-20,"Michaela Laws,Christopher Escalante",9.99
108016,2016-12-08,Ubisoft Entertainment,9.99
108017,2017-01-04,Anvate Games,0.99
108018,2016-12-08,Ubisoft Entertainment,2.99
108019,2016-11-01,,4.99
108020,2017-01-03,,4.99
108021,2016-12-08,Ubisoft Entertainment,2.99
108022,2017-01-03,Ubisoft - San Francisco,2.99
108023,2017-01-03,Ubisoft - San Francisco,2.99
108024,2017-01-03,Ubisoft - San Francisco,2.99
108025,2017-01-03,Ubisoft - San Francisco,2.99
108026,2017-01-03,Ubisoft - San Francisco,11.99
108027,2017-01-03,Ubisoft - San Francisco,2.99
108028,,,0.0
108029,2017-01-03,"SmiteWorks USA, LLC",19.99
108030,2017-01-03,"SmiteWorks USA, LLC",2.99
108031,2017-01-03,"SmiteWorks USA, LLC",4.99
108032,2017-01-03,"SmiteWorks USA, LLC",17.99
108033,2017-01-03,"SmiteWorks USA, LLC",9.99
108034,2017-01-03,"SmiteWorks USA, LLC",4.99
108035,2017-01-03,"SmiteWorks USA, LLC",6.99
108036,2017-01-03,"SmiteWorks USA, LLC",5.99
108037,2017-01-03,"SmiteWorks USA, LLC",4.99
108038,2017-01-02,LYS,3.99
108039,2017-01-02,Acuze Interactives,3.99
108040,2017-01-02,Dosane Games,2.99
108041,2016-01-02,Mihan0id,1.99
108042,2017-01-02,Amaterasu Software,0.99
108043,2016-12-26,Rza Ibrahimov,3.99
108044,2017-01-02,White Sparkle Games,0.0
108045,2017-01-02,natahem,3.99
108046,2017-01-02,Zenrok Studios,4.99
108047,,,29.99
108048,2016-12-29,Prismic Studios LLC,2.99
108049,,,0.0
108050,2012-03-14,10tons Ltd,7.99
